XP,Cluster_Observables_Vector
0.29667647537976405,1
1.2566215867406068,2
0.02592803739093704,1
1.8776738263450894,2
0.7464694853052183,2
-1.7522428763194664,0
0.3799563101171516,1
-1.152178623566505,1
-1.0797196803790374,1
-0.455277368077651,1
-0.4335858452151271,1
-0.6915989378169376,1
-2.3367869222782436,0
-0.7837254170970052,1
-2.0783743241246446,0
1.0166137058850213,2
-0.05830522480011711,1
1.798230742519058,2
-1.4069016640587302,0
-1.7490752994415937,0
1.1096951886681348,2
-0.15081854014917132,1
-0.12164989983500682,1
-0.6321821496410807,1
0.10220779939202254,1
-0.20184262510523707,1
-0.8693850776256448,1
-1.05715782612527,1
0.24953488846201247,1
-1.845338356833866,0
-0.8282733444667225,1
1.9677635388670867,2
0.5799962571570525,2
1.303279275935385,2
-2.1507786223057237,0
1.117270975962865,2
1.673496816143017,2
0.013884714723572467,1
0.3425759171354511,1
-0.25889706493996034,1
1.322515557080524,2
1.4527146495001673,2
-0.22964745609525308,1
-1.7848409685106574,0
0.49376598192184024,2
0.4790320165865979,2
-2.8546057523478883,0
-0.13491779721072442,1
-2.435404841040786,0
0.14004497157277565,1
-0.318334577111011,1
0.08026841533149248,1
0.5345243149730041,2
-1.7220188921634707,0
0.5291073154727788,2
-0.7203559945873409,1
-0.5495471277932577,1
-1.4530139548441277,0
0.8553369320012183,2
-0.2153824970328189,1
0.04218513509767854,1
1.248503470486005,2
-1.6999580854627223,0
-1.4050162777836854,0
-0.684689546833033,1
0.36629326240440646,1
-0.6951659215274875,1
-1.099304881127003,1
0.35936738785109634,1
0.6015251102653163,2
0.463049489775184,2
-0.19461661683940099,1
-0.7233417552078621,1
2.159794205627573,2
0.9160327629539391,2
-0.698772689638116,1
1.8427809241535495,2
-2.3869887436564983,0
0.18857479539112956,1
0.4029452894087685,1
-0.8165281106400876,1
-0.24273166927970058,1
1.3317987642150855,2
0.7665964796004171,2
-1.7469440529143831,0
1.5002535303458546,2
0.22301799668556868,1
-2.391964471316637,0
0.05024201437894162,1
-0.5434589918793132,1
1.1661965337296367,2
-0.14947382696544104,1
-0.6256574511352551,1
0.5962277641905016,2
1.137490873977824,2
1.7949321949307582,2
-1.235340692320385,0
-0.7273108731110755,1
-2.835842925693911,0
-0.1922947652488629,1
-2.670300730508523,0
0.19028773211067104,1
0.19723907076206806,1
1.438050901509257,2
1.4068764607876807,2
0.5496143594195515,2
0.7306194388319109,2
0.5845375497463564,2
0.39029663030835116,1
-2.430758609380671,0
-2.040841183845828,0
-1.8553501231111933,0
0.2111532437304801,1
9.048706511057836e-05,1
-0.05572898662401108,1
0.4724890799236976,2
-0.277974447776523,1
-1.4532297908317853,0
0.9762213274777566,2
1.0876496477936521,2
0.7900808390516689,2
-0.27696783801959735,1
-2.9217614224691957,0
-1.049780481460052,1
0.39042040593245425,1
1.5385633963108143,2
2.4361124373382905,2
0.9066161656925311,2
-0.09782833211855138,1
-0.2980757023166451,1
-0.4219707387427137,1
0.6232434254744109,2
-1.4639214500313968,0
2.139353222691317,2
0.07440332671907976,1
0.17666383827289853,1
-2.458313143686399,0
1.767649701598594,2
-1.354573872942999,0
-0.37534984700090007,1
1.228615290438431,2
-2.048547374309457,0
-2.539100486500882,0
0.9405001359979481,2
-2.1171831765432767,0
-0.05809790036103566,1
1.2082237421405313,2
-0.4884383787692625,1
-0.5719048377313178,1
0.24941169660698712,1
0.3750852619406973,1
1.8039320423640153,2
1.0740684784001895,2
-0.05591257209616928,1
-0.1065551300703928,1
-0.7446442318202688,1
1.2102889276572246,2
0.10572393755564849,1
-2.959756798673271,0
0.7213098921033336,2
0.23962531438752702,1
-0.39799182642900444,1
1.330138001290952,2
0.4563475219494722,2
-2.971798820948245,0
-0.5553707097045005,1
-1.5036092721335756,0
-0.5976084464586312,1
